quote_id,product,kw,unit_price,qty,subtotal_price,gross_margin_rate,convert_to_order,energy_grant_amount,competitor_a,competitor_b,competitor_c,price_order,is_highest_price,is_compe_a,is_compe_b,is_compe_c,known_num_compe,avg_compe_price,max_compe_price,min_compe_price,competitor_count_available,avg_competitor_price,min_competitor_price,max_competitor_price,price_gap_avg_competitor,price_gap_avg_competitor_pct,price_gap_min_competitor,price_gap_min_competitor_pct,higher_than_avg_competitor,is_lower_than_competitor,effective_price_after_grant,grant_ratio_to_subtotal,estimated_cost,estimated_gross_profit
Q-10003,I1,22.0,468000.0,1,468000.0,0.6551,1,132000,240000.0,,,1,1,True,False,False,1,240000.0,240000.0,240000.0,1,240000.0,240000.0,240000.0,228000.0,95.0,228000.0,95.0,1.0,False,336000.0,0.28205128205128205,161413.19999999998,306586.80000000005
Q-10039,H1,37.0,294003.0,1,294003.0,0.3034,0,222000,360000.0,,,1,0,True,False,False,1,360000.0,360000.0,360000.0,1,360000.0,360000.0,360000.0,-65997.0,-18.3325,-65997.0,-18.3325,0.0,True,72003.0,0.755094335772084,204802.4898,89200.51019999999
Q-10039,H1,37.0,311411.0,1,311411.0,0.3034,0,222000,360000.0,,,2,1,True,False,False,1,360000.0,360000.0,360000.0,1,360000.0,360000.0,360000.0,-48589.0,-13.496944444444445,-48589.0,-13.496944444444445,0.0,True,89411.0,0.7128842590659932,216928.9026,94482.0974
Q-10066,N1,75.0,1304400.0,1,1304400.0,0.6568999999999999,1,375000,760000.0,900000.0,,1,1,True,True,False,2,830000.0,900000.0,760000.0,2,830000.0,760000.0,900000.0,474400.0,57.1566265060241,544400.0,71.63157894736842,1.0,False,929400.0,0.2874885004599816,447539.6400000001,856860.3599999999
Q-10069,Q,7.5,260000.0,1,260000.0,0.4448,1,45000,130000.0,,,1,1,True,False,False,1,130000.0,130000.0,130000.0,1,130000.0,130000.0,130000.0,130000.0,100.0,130000.0,100.0,1.0,False,215000.0,0.17307692307692307,144352.0,115648.0
Q-10073,I1,22.0,285948.0,1,285948.0,0.4354,1,132000,240000.0,,,1,1,True,False,False,1,240000.0,240000.0,240000.0,1,240000.0,240000.0,240000.0,45948.0,19.145,45948.0,19.145,1.0,False,153948.0,0.461622392882622,161446.2408,124501.7592
Q-10075,A1,15.0,228825.0,1,228825.0,0.299,1,90000,170000.0,,,1,1,True,False,False,1,170000.0,170000.0,170000.0,1,170000.0,170000.0,170000.0,58825.0,34.60294117647059,58825.0,34.60294117647059,1.0,False,138825.0,0.39331366764995085,160406.325,68418.67499999999
Q-10078,A1,15.0,228825.0,1,228825.0,0.299,1,90000,170000.0,,,1,1,True,False,False,1,170000.0,170000.0,170000.0,1,170000.0,170000.0,170000.0,58825.0,34.60294117647059,58825.0,34.60294117647059,1.0,False,138825.0,0.39331366764995085,160406.325,68418.67499999999
Q-10080,D1,200.0,2810600.0,1,2810600.0,0.3747,1,960000,,,2000000.0,1,1,False,False,True,1,2000000.0,2000000.0,2000000.0,1,2000000.0,2000000.0,2000000.0,810600.0,40.53,810600.0,40.53,1.0,False,1850600.0,0.34156407884437484,1757468.18,1053131.82
Q-10088,N1,75.0,1304400.0,2,2608800.0,0.6568999999999999,1,375000,760000.0,900000.0,,1,1,True,True,False,2,830000.0,900000.0,760000.0,2,830000.0,760000.0,900000.0,474400.0,57.1566265060241,544400.0,71.63157894736842,1.0,False,2233800.0,0.1437442502299908,895079.2800000001,1713720.7199999997
Q-10089,Q,7.5,155480.0,1,155480.0,0.0415,1,45000,130000.0,,,1,1,True,False,False,1,130000.0,130000.0,130000.0,1,130000.0,130000.0,130000.0,25480.0,19.6,25480.0,19.6,1.0,False,110480.0,0.28942629277077436,149027.58000000002,6452.419999999984
Q-10090,Q,7.5,145340.0,1,145340.0,-0.0254,0,45000,130000.0,,,1,1,True,False,False,1,130000.0,130000.0,130000.0,1,130000.0,130000.0,130000.0,15340.0,11.799999999999999,15340.0,11.799999999999999,1.0,False,100340.0,0.30961882482454933,149031.636,-3691.6359999999986
Q-10099,H1,37.0,372600.0,1,372600.0,0.4585,1,222000,360000.0,,,1,1,True,False,False,1,360000.0,360000.0,360000.0,1,360000.0,360000.0,360000.0,12600.0,3.5000000000000004,12600.0,3.5000000000000004,1.0,False,150600.0,0.5958132045088567,201762.9,170837.1
Q-10100,W,11.0,166750.0,1,166750.0,0.1063,1,66000,,,,1,1,False,False,False,0,,,,0,,,,,,,,,False,100750.0,0.39580209895052476,149024.47499999998,17725.525000000023
Q-10101,W,11.0,166750.0,1,166750.0,0.1063,1,66000,,,,1,1,False,False,False,0,,,,0,,,,,,,,,False,100750.0,0.39580209895052476,149024.47499999998,17725.525000000023
Q-10111,H1,37.0,648000.0,1,648000.0,0.688,1,222000,360000.0,,,1,1,True,False,False,1,360000.0,360000.0,360000.0,1,360000.0,360000.0,360000.0,288000.0,80.0,288000.0,80.0,1.0,False,426000.0,0.3425925925925926,202176.00000000003,445824.0
Q-10171,H1,37.0,366120.0,1,366120.0,0.44770000000000004,1,222000,360000.0,,,1,1,True,False,False,1,360000.0,360000.0,360000.0,1,360000.0,360000.0,360000.0,6120.0,1.7000000000000002,6120.0,1.7000000000000002,1.0,False,144120.0,0.6063585709603408,202208.076,163911.924
Q-10176,I1,22.0,285948.0,1,285948.0,0.4354,1,132000,240000.0,,,1,1,True,False,False,1,240000.0,240000.0,240000.0,1,240000.0,240000.0,240000.0,45948.0,19.145,45948.0,19.145,1.0,False,153948.0,0.461622392882622,161446.2408,124501.7592
Q-10180,A1,15.0,247455.0,1,247455.0,0.3518,1,90000,170000.0,,,1,1,True,False,False,1,170000.0,170000.0,170000.0,1,170000.0,170000.0,170000.0,77455.0,45.561764705882354,77455.0,45.561764705882354,1.0,False,157455.0,0.36370249136206584,160400.331,87054.669
Q-10186,A1,15.0,225990.0,1,225990.0,0.2656,0,90000,170000.0,,,1,1,True,False,False,1,170000.0,170000.0,170000.0,1,170000.0,170000.0,170000.0,55990.0,32.935294117647054,55990.0,32.935294117647054,1.0,False,135990.0,0.39824771007566706,165967.05599999998,60022.94400000002
Q-10187,H1,37.0,395928.0,1,395928.0,0.4904,1,222000,360000.0,,,1,1,True,False,False,1,360000.0,360000.0,360000.0,1,360000.0,360000.0,360000.0,35928.0,9.98,35928.0,9.98,1.0,False,173928.0,0.5607080075165182,201764.90880000003,194163.09119999997
Q-10188,N1,75.0,796988.4,1,796988.4,0.4382,1,375000,760000.0,900000.0,,1,1,True,True,False,2,830000.0,900000.0,760000.0,2,830000.0,760000.0,900000.0,-33011.59999999998,-3.9773012048192746,36988.40000000002,4.8668947368421085,0.0,True,421988.4,0.47052127734857874,447748.0831200001,349240.31687999994
Q-10197,A1,15.0,228825.0,2,457650.0,0.299,1,90000,170000.0,,,1,1,True,False,False,1,170000.0,170000.0,170000.0,1,170000.0,170000.0,170000.0,58825.0,34.60294117647059,58825.0,34.60294117647059,1.0,False,367650.0,0.19665683382497542,320812.65,136837.34999999998
Q-10212,M,75.0,749114.6,1,749114.6,0.28800000000000003,0,322500,,,,1,1,False,False,False,0,,,,0,,,,,,,,,False,426614.6,0.4305082293149807,533369.5952,215745.0048
Q-10220,C,110.0,979000.0,2,1958000.0,-0.0733,0,451000,,,,1,1,False,False,False,0,,,,0,,,,,,,,,False,1507000.0,0.2303370786516854,2101521.4,-143521.3999999999
Q-10220,S,110.0,1012278.0,1,1012278.0,-0.0733,0,528000,1880000.0,,,1,1,True,False,False,1,1880000.0,1880000.0,1880000.0,1,1880000.0,1880000.0,1880000.0,-867722.0,-46.155425531914894,-867722.0,-46.155425531914894,0.0,True,484278.0,0.521595846200352,1086477.9774,-74199.97739999997
Q-10221,I1,22.0,269100.0,1,269100.0,0.40009999999999996,1,132000,240000.0,,,1,1,True,False,False,1,240000.0,240000.0,240000.0,1,240000.0,240000.0,240000.0,29100.0,12.125,29100.0,12.125,1.0,False,137100.0,0.49052396878483834,161433.09000000003,107666.90999999997
Q-10232,W,11.0,173420.0,1,173420.0,0.1407,1,66000,,,,1,1,False,False,False,0,,,,0,,,,,,,,,False,107420.0,0.3805789412985815,149019.80599999998,24400.194000000018
Q-10237,I1,22.0,468000.0,1,468000.0,0.6551,1,132000,240000.0,,,1,1,True,False,False,1,240000.0,240000.0,240000.0,1,240000.0,240000.0,240000.0,228000.0,95.0,228000.0,95.0,1.0,False,336000.0,0.28205128205128205,161413.19999999998,306586.80000000005
Q-10250,H1,37.0,648000.0,1,648000.0,0.6887000000000001,1,222000,360000.0,,,1,1,True,False,False,1,360000.0,360000.0,360000.0,1,360000.0,360000.0,360000.0,288000.0,80.0,288000.0,80.0,1.0,False,426000.0,0.3425925925925926,201722.39999999994,446277.6000000001
Q-10258,I1,22.0,283452.0,1,283452.0,0.40909999999999996,0,132000,240000.0,,,1,1,True,False,False,1,240000.0,240000.0,240000.0,1,240000.0,240000.0,240000.0,43452.0,18.105,43452.0,18.105,1.0,False,151452.0,0.46568731213750475,167491.7868,115960.2132
Q-10261,I1,22.0,226980.0,1,226980.0,0.2888,0,132000,240000.0,,,1,1,True,False,False,1,240000.0,240000.0,240000.0,1,240000.0,240000.0,240000.0,-13020.0,-5.425,-13020.0,-5.425,0.0,True,94980.0,0.5815490351572826,161428.176,65551.824
Q-10264,I1,22.0,279864.0,1,279864.0,0.4232,1,132000,240000.0,,,1,1,True,False,False,1,240000.0,240000.0,240000.0,1,240000.0,240000.0,240000.0,39864.0,16.61,39864.0,16.61,1.0,False,147864.0,0.4716576622931138,161425.5552,118438.4448
Q-10269,H1,37.0,334250.0,4,1337000.0,0.3432,0,222000,360000.0,,,1,1,True,False,False,1,360000.0,360000.0,360000.0,1,360000.0,360000.0,360000.0,-25750.0,-7.152777777777778,-25750.0,-7.152777777777778,0.0,True,1115000.0,0.16604338070306657,878141.6000000001,458858.3999999999
Q-10273,H1,37.0,350000.0,2,700000.0,0.3741,0,222000,360000.0,,,1,1,True,False,False,1,360000.0,360000.0,360000.0,1,360000.0,360000.0,360000.0,-10000.0,-2.7777777777777777,-10000.0,-2.7777777777777777,0.0,True,478000.0,0.3171428571428571,438130.0,261870.0
Q-10273,H1,37.0,350000.0,1,350000.0,0.3741,0,222000,360000.0,,,2,1,True,False,False,1,360000.0,360000.0,360000.0,1,360000.0,360000.0,360000.0,-10000.0,-2.7777777777777777,-10000.0,-2.7777777777777777,0.0,True,128000.0,0.6342857142857142,219065.0,130935.0
Q-10276,A1,15.0,405000.0,1,405000.0,0.6039,1,90000,170000.0,,,1,1,True,False,False,1,170000.0,170000.0,170000.0,1,170000.0,170000.0,170000.0,235000.0,138.23529411764704,235000.0,138.23529411764704,1.0,False,315000.0,0.2222222222222222,160420.5,244579.5
Q-10279,I1,22.0,264420.0,1,264420.0,0.3895,1,132000,240000.0,,,1,1,True,False,False,1,240000.0,240000.0,240000.0,1,240000.0,240000.0,240000.0,24420.0,10.174999999999999,24420.0,10.174999999999999,1.0,False,132420.0,0.49920580894032224,161428.41,102991.59
Q-10280,H1,37.0,366120.0,1,366120.0,0.449,1,222000,360000.0,,,1,1,True,False,False,1,360000.0,360000.0,360000.0,1,360000.0,360000.0,360000.0,6120.0,1.7000000000000002,6120.0,1.7000000000000002,1.0,False,144120.0,0.6063585709603408,201732.11999999997,164387.88000000003
Q-10281,A1,15.0,222345.0,1,222345.0,0.2616,0,90000,170000.0,,,1,1,True,False,False,1,170000.0,170000.0,170000.0,1,170000.0,170000.0,170000.0,52345.0,30.791176470588233,52345.0,30.791176470588233,1.0,False,132345.0,0.40477636106051407,164179.54799999998,58165.45200000002
Q-10282,I1,22.0,284076.0,1,284076.0,0.43170000000000003,1,132000,240000.0,,,1,1,True,False,False,1,240000.0,240000.0,240000.0,1,240000.0,240000.0,240000.0,44076.0,18.365000000000002,44076.0,18.365000000000002,1.0,False,152076.0,0.4646643855869556,161440.3908,122635.6092
Q-10283,B,11.0,220000.0,1,220000.0,0.5826,1,56760,,,,1,1,False,False,False,0,,,,0,,,,,,,,,False,163240.0,0.258,91828.0,128172.0
Q-10290,A1,15.0,245835.0,1,245835.0,0.3475,1,90000,170000.0,,,1,1,True,False,False,1,170000.0,170000.0,170000.0,1,170000.0,170000.0,170000.0,75835.0,44.608823529411765,75835.0,44.608823529411765,1.0,False,155835.0,0.3660992128866923,160407.33750000002,85427.66249999998
Q-10305,A1,15.0,230040.0,1,230040.0,0.30269999999999997,1,90000,170000.0,,,1,1,True,False,False,1,170000.0,170000.0,170000.0,1,170000.0,170000.0,170000.0,60040.0,35.31764705882353,60040.0,35.31764705882353,1.0,False,140040.0,0.39123630672926446,160406.89200000002,69633.10799999998
Q-10309,U,110.0,1542420.0,2,3084840.0,0.3268,0,528000,1880000.0,,,1,1,True,False,False,1,1880000.0,1880000.0,1880000.0,1,1880000.0,1880000.0,1880000.0,-337580.0,-17.956382978723404,-337580.0,-17.956382978723404,0.0,True,2556840.0,0.17115960633290545,2076714.2880000002,1008125.7119999998
Q-10311,H1,37.0,362232.0,1,362232.0,0.44179999999999997,1,222000,360000.0,,,1,1,True,False,False,1,360000.0,360000.0,360000.0,1,360000.0,360000.0,360000.0,2232.0,0.62,2232.0,0.62,1.0,False,140232.0,0.6128668919366593,202197.90240000002,160034.09759999998
Q-10312,H1,37.0,368064.0,1,368064.0,0.45189999999999997,1,222000,360000.0,,,1,1,True,False,False,1,360000.0,360000.0,360000.0,1,360000.0,360000.0,360000.0,8064.0,2.2399999999999998,8064.0,2.2399999999999998,1.0,False,146064.0,0.6031559728742827,201735.87840000002,166328.12159999998
Q-10314,W,11.0,290000.0,1,290000.0,0.49829999999999997,1,66000,,,,1,1,False,False,False,0,,,,0,,,,,,,,,False,224000.0,0.22758620689655173,145493.0,144507.0
Q-10315,A1,15.0,232875.0,1,232875.0,0.31120000000000003,1,90000,170000.0,,,1,1,True,False,False,1,170000.0,170000.0,170000.0,1,170000.0,170000.0,170000.0,62875.0,36.98529411764706,62875.0,36.98529411764706,1.0,False,142875.0,0.3864734299516908,160404.3,72470.70000000001
Q-10316,S,110.0,1911780.0,2,3823560.0,0.46259999999999996,1,528000,1880000.0,,,1,1,True,False,False,1,1880000.0,1880000.0,1880000.0,1,1880000.0,1880000.0,1880000.0,31780.0,1.6904255319148938,31780.0,1.6904255319148938,1.0,False,3295560.0,0.13809120296268398,2054781.1440000003,1768778.8559999997
Q-10322,I1,22.0,269100.0,1,269100.0,0.40009999999999996,1,132000,240000.0,,,1,1,True,False,False,1,240000.0,240000.0,240000.0,1,240000.0,240000.0,240000.0,29100.0,12.125,29100.0,12.125,1.0,False,137100.0,0.49052396878483834,161433.09000000003,107666.90999999997
Q-10344,H1,37.0,366120.0,1,366120.0,0.449,1,222000,360000.0,,,1,1,True,False,False,1,360000.0,360000.0,360000.0,1,360000.0,360000.0,360000.0,6120.0,1.7000000000000002,6120.0,1.7000000000000002,1.0,False,144120.0,0.6063585709603408,201732.11999999997,164387.88000000003
Q-10346,W,11.0,173420.0,1,173420.0,0.1407,1,66000,,,,1,1,False,False,False,0,,,,0,,,,,,,,,False,107420.0,0.3805789412985815,149019.80599999998,24400.194000000018
Q-10362,H1,37.0,395928.0,1,395928.0,0.441,1,222000,360000.0,,,1,1,True,False,False,1,360000.0,360000.0,360000.0,1,360000.0,360000.0,360000.0,35928.0,9.98,35928.0,9.98,1.0,False,173928.0,0.5607080075165182,221323.75199999998,174604.24800000002
Q-10363,H1,37.0,395928.0,1,395928.0,0.441,1,222000,360000.0,,,1,1,True,False,False,1,360000.0,360000.0,360000.0,1,360000.0,360000.0,360000.0,35928.0,9.98,35928.0,9.98,1.0,False,173928.0,0.5607080075165182,221323.75199999998,174604.24800000002
Q-10364,H1,37.0,395928.0,1,395928.0,0.441,1,222000,360000.0,,,1,1,True,False,False,1,360000.0,360000.0,360000.0,1,360000.0,360000.0,360000.0,35928.0,9.98,35928.0,9.98,1.0,False,173928.0,0.5607080075165182,221323.75199999998,174604.24800000002
Q-10373,Q,7.5,149500.0,1,149500.0,0.0032,1,45000,130000.0,,,1,1,True,False,False,1,130000.0,130000.0,130000.0,1,130000.0,130000.0,130000.0,19500.0,15.0,19500.0,15.0,1.0,False,104500.0,0.3010033444816054,149021.6,478.3999999999942
Q-10374,I1,22.0,269100.0,1,269100.0,0.40009999999999996,1,132000,240000.0,,,1,1,True,False,False,1,240000.0,240000.0,240000.0,1,240000.0,240000.0,240000.0,29100.0,12.125,29100.0,12.125,1.0,False,137100.0,0.49052396878483834,161433.09000000003,107666.90999999997
Q-10377,H1,37.0,372600.0,1,372600.0,0.4585,1,222000,360000.0,,,1,1,True,False,False,1,360000.0,360000.0,360000.0,1,360000.0,360000.0,360000.0,12600.0,3.5000000000000004,12600.0,3.5000000000000004,1.0,False,150600.0,0.5958132045088567,201762.9,170837.1
Q-10396,J,22.0,484000.0,1,484000.0,0.5728,1,113520,,,,1,1,False,False,False,0,,,,0,,,,,,,,,False,370480.0,0.23454545454545456,206764.80000000002,277235.19999999995
Q-10410,N1,75.0,791770.8,1,791770.8,0.43479999999999996,1,375000,760000.0,900000.0,,1,1,True,True,False,2,830000.0,900000.0,760000.0,2,830000.0,760000.0,900000.0,-38229.19999999995,-4.6059277108433685,31770.800000000047,4.180368421052638,0.0,True,416770.80000000005,0.4736219117956863,447508.8561600001,344261.94383999996
Q-10411,H1,37.0,393336.0,1,393336.0,0.48710000000000003,1,222000,360000.0,,,1,1,True,False,False,1,360000.0,360000.0,360000.0,1,360000.0,360000.0,360000.0,33336.0,9.26,33336.0,9.26,1.0,False,171336.0,0.5644029532003173,201742.03439999997,191593.96560000003
Q-10417,W,11.0,173420.0,1,173420.0,0.1407,1,66000,,,,1,1,False,False,False,0,,,,0,,,,,,,,,False,107420.0,0.3805789412985815,149019.80599999998,24400.194000000018
Q-10454,N1,75.0,781800.0,2,1563600.0,0.42590000000000006,0,375000,760000.0,900000.0,,1,0,True,True,False,2,830000.0,900000.0,760000.0,2,830000.0,760000.0,900000.0,-48200.0,-5.80722891566265,21800.0,2.8684210526315788,0.0,True,1188600.0,0.23983115886415962,897662.7599999999,665937.2400000001
Q-10454,N1,75.0,797600.0,2,1595200.0,0.42590000000000006,0,375000,760000.0,900000.0,,2,1,True,True,False,2,830000.0,900000.0,760000.0,2,830000.0,760000.0,900000.0,-32400.0,-3.9036144578313254,37600.0,4.947368421052632,0.0,True,1220200.0,0.2350802407221665,915804.32,679395.68
Q-10461,D1,200.0,2576000.0,2,5152000.0,0.2894,0,960000,,,2000000.0,1,1,False,False,True,1,2000000.0,2000000.0,2000000.0,1,2000000.0,2000000.0,2000000.0,576000.0,28.799999999999997,576000.0,28.799999999999997,1.0,False,4192000.0,0.18633540372670807,3661011.2,1490988.7999999998
Q-10463,A1,15.0,242190.0,1,242190.0,0.33770000000000006,0,90000,170000.0,,,1,1,True,False,False,1,170000.0,170000.0,170000.0,1,170000.0,170000.0,170000.0,72190.0,42.464705882352945,72190.0,42.464705882352945,1.0,False,152190.0,0.37160906726124115,160402.43699999998,81787.56300000002
Q-10464,J1,55.0,534386.0,4,2137544.0,0.23,0,181500,620000.0,,,1,1,True,False,False,1,620000.0,620000.0,620000.0,1,620000.0,620000.0,620000.0,-85614.0,-13.808709677419353,-85614.0,-13.808709677419353,0.0,True,1956044.0,0.0849105328358153,1645908.8800000001,491635.1199999999
Q-10478,A1,15.0,228825.0,1,228825.0,0.299,1,90000,170000.0,,,1,1,True,False,False,1,170000.0,170000.0,170000.0,1,170000.0,170000.0,170000.0,58825.0,34.60294117647059,58825.0,34.60294117647059,1.0,False,138825.0,0.39331366764995085,160406.325,68418.67499999999
Q-10485,A1,15.0,242190.0,1,242190.0,0.33770000000000006,1,90000,170000.0,,,1,1,True,False,False,1,170000.0,170000.0,170000.0,1,170000.0,170000.0,170000.0,72190.0,42.464705882352945,72190.0,42.464705882352945,1.0,False,152190.0,0.37160906726124115,160402.43699999998,81787.56300000002
Q-10493,A1,15.0,232875.0,1,232875.0,0.31120000000000003,1,90000,170000.0,,,1,1,True,False,False,1,170000.0,170000.0,170000.0,1,170000.0,170000.0,170000.0,62875.0,36.98529411764706,62875.0,36.98529411764706,1.0,False,142875.0,0.3864734299516908,160404.3,72470.70000000001
Q-10496,I1,22.0,264420.0,1,264420.0,0.39039999999999997,1,132000,240000.0,,,1,1,True,False,False,1,240000.0,240000.0,240000.0,1,240000.0,240000.0,240000.0,24420.0,10.174999999999999,24420.0,10.174999999999999,1.0,False,132420.0,0.49920580894032224,161190.432,103229.568
Q-10501,Q,7.5,155480.0,1,155480.0,0.0415,1,45000,130000.0,,,1,1,True,False,False,1,130000.0,130000.0,130000.0,1,130000.0,130000.0,130000.0,25480.0,19.6,25480.0,19.6,1.0,False,110480.0,0.28942629277077436,149027.58000000002,6452.419999999984
Q-10511,A1,15.0,405000.0,1,405000.0,0.607,1,90000,170000.0,,,1,1,True,False,False,1,170000.0,170000.0,170000.0,1,170000.0,170000.0,170000.0,235000.0,138.23529411764704,235000.0,138.23529411764704,1.0,False,315000.0,0.2222222222222222,159165.0,245835.0
Q-10517,O1,75.0,1304400.0,1,1304400.0,0.6463,1,375000,760000.0,900000.0,,1,1,True,True,False,2,830000.0,900000.0,760000.0,2,830000.0,760000.0,900000.0,474400.0,57.1566265060241,544400.0,71.63157894736842,1.0,False,929400.0,0.2874885004599816,461366.28,843033.72
Q-10528,W,11.0,177190.0,1,177190.0,0.16079999999999997,1,66000,,,,1,1,False,False,False,0,,,,0,,,,,,,,,False,111190.0,0.3724815170156329,148697.848,28492.152000000002
Q-10529,I1,22.0,468000.0,1,468000.0,0.6551,1,132000,240000.0,,,1,1,True,False,False,1,240000.0,240000.0,240000.0,1,240000.0,240000.0,240000.0,228000.0,95.0,228000.0,95.0,1.0,False,336000.0,0.28205128205128205,161413.19999999998,306586.80000000005
Q-10530,I1,22.0,279864.0,1,279864.0,0.4232,1,132000,240000.0,,,1,1,True,False,False,1,240000.0,240000.0,240000.0,1,240000.0,240000.0,240000.0,39864.0,16.61,39864.0,16.61,1.0,False,147864.0,0.4716576622931138,161425.5552,118438.4448
Q-10537,H1,37.0,393336.0,1,393336.0,0.48710000000000003,1,222000,360000.0,,,1,1,True,False,False,1,360000.0,360000.0,360000.0,1,360000.0,360000.0,360000.0,33336.0,9.26,33336.0,9.26,1.0,False,171336.0,0.5644029532003173,201742.03439999997,191593.96560000003
Q-10546,H1,37.0,393336.0,1,393336.0,0.48710000000000003,1,222000,360000.0,,,1,1,True,False,False,1,360000.0,360000.0,360000.0,1,360000.0,360000.0,360000.0,33336.0,9.26,33336.0,9.26,1.0,False,171336.0,0.5644029532003173,201742.03439999997,191593.96560000003
Q-10560,F,150.0,3172800.0,2,6345600.0,0.6152000000000001,1,615000,,,,1,1,False,False,False,0,,,,0,,,,,,,,,False,5730600.0,0.09691754916792739,2441786.8799999994,3903813.1200000006
Q-10560,O,75.0,1546000.0,2,3092000.0,0.6152000000000001,1,322500,,,,1,1,False,False,False,0,,,,0,,,,,,,,,False,2769500.0,0.10430142302716688,1189801.5999999999,1902198.4000000001
Q-10565,I1,22.0,284076.0,1,284076.0,0.4325,1,132000,240000.0,,,1,1,True,False,False,1,240000.0,240000.0,240000.0,1,240000.0,240000.0,240000.0,44076.0,18.365000000000002,44076.0,18.365000000000002,1.0,False,152076.0,0.4646643855869556,161213.13,122862.87
Q-10589,H1,37.0,368064.0,1,368064.0,0.45189999999999997,1,222000,360000.0,,,1,1,True,False,False,1,360000.0,360000.0,360000.0,1,360000.0,360000.0,360000.0,8064.0,2.2399999999999998,8064.0,2.2399999999999998,1.0,False,146064.0,0.6031559728742827,201735.87840000002,166328.12159999998
Q-10600,H1,37.0,648000.0,1,648000.0,0.688,1,222000,360000.0,,,1,1,True,False,False,1,360000.0,360000.0,360000.0,1,360000.0,360000.0,360000.0,288000.0,80.0,288000.0,80.0,1.0,False,426000.0,0.3425925925925926,202176.00000000003,445824.0
Q-10603,A1,15.0,405000.0,1,405000.0,0.607,1,90000,170000.0,,,1,1,True,False,False,1,170000.0,170000.0,170000.0,1,170000.0,170000.0,170000.0,235000.0,138.23529411764704,235000.0,138.23529411764704,1.0,False,315000.0,0.2222222222222222,159165.0,245835.0
Q-10604,H1,37.0,368064.0,1,368064.0,0.45189999999999997,1,222000,360000.0,,,1,1,True,False,False,1,360000.0,360000.0,360000.0,1,360000.0,360000.0,360000.0,8064.0,2.2399999999999998,8064.0,2.2399999999999998,1.0,False,146064.0,0.6031559728742827,201735.87840000002,166328.12159999998
Q-10610,A1,15.0,405000.0,1,405000.0,0.6039,1,90000,170000.0,,,1,1,True,False,False,1,170000.0,170000.0,170000.0,1,170000.0,170000.0,170000.0,235000.0,138.23529411764704,235000.0,138.23529411764704,1.0,False,315000.0,0.2222222222222222,160420.5,244579.5
Q-10631,I1,22.0,264420.0,1,264420.0,0.3895,1,132000,240000.0,,,1,1,True,False,False,1,240000.0,240000.0,240000.0,1,240000.0,240000.0,240000.0,24420.0,10.174999999999999,24420.0,10.174999999999999,1.0,False,132420.0,0.49920580894032224,161428.41,102991.59
Q-10632,I1,22.0,269100.0,3,807300.0,0.40009999999999996,1,132000,240000.0,,,1,1,True,False,False,1,240000.0,240000.0,240000.0,1,240000.0,240000.0,240000.0,29100.0,12.125,29100.0,12.125,1.0,False,675300.0,0.1635079895949461,484299.2700000001,323000.7299999999
Q-10642,Q,7.5,158600.0,1,158600.0,0.0604,0,45000,130000.0,,,1,1,True,False,False,1,130000.0,130000.0,130000.0,1,130000.0,130000.0,130000.0,28600.0,22.0,28600.0,22.0,1.0,False,113600.0,0.2837326607818411,149020.56,9579.440000000002
Q-10651,I1,22.0,279864.0,1,279864.0,0.424,1,132000,240000.0,,,1,1,True,False,False,1,240000.0,240000.0,240000.0,1,240000.0,240000.0,240000.0,39864.0,16.61,39864.0,16.61,1.0,False,147864.0,0.4716576622931138,161201.66400000002,118662.33599999998
Q-10653,I1,22.0,279864.0,1,279864.0,0.424,1,132000,240000.0,,,1,1,True,False,False,1,240000.0,240000.0,240000.0,1,240000.0,240000.0,240000.0,39864.0,16.61,39864.0,16.61,1.0,False,147864.0,0.4716576622931138,161201.66400000002,118662.33599999998
Q-10657,I1,22.0,279864.0,1,279864.0,0.424,1,132000,240000.0,,,1,1,True,False,False,1,240000.0,240000.0,240000.0,1,240000.0,240000.0,240000.0,39864.0,16.61,39864.0,16.61,1.0,False,147864.0,0.4716576622931138,161201.66400000002,118662.33599999998
Q-10680,W,11.0,118001.0,1,118001.0,-0.26289999999999997,0,66000,,,,1,1,False,False,False,0,,,,0,,,,,,,,,False,52001.0,0.559317293921238,149023.46289999998,-31022.462899999984
Q-10687,I1,22.0,264420.0,1,264420.0,0.3895,1,132000,240000.0,,,1,1,True,False,False,1,240000.0,240000.0,240000.0,1,240000.0,240000.0,240000.0,24420.0,10.174999999999999,24420.0,10.174999999999999,1.0,False,132420.0,0.49920580894032224,161428.41,102991.59
Q-10692,I1,22.0,264420.0,1,264420.0,0.3895,1,132000,240000.0,,,1,1,True,False,False,1,240000.0,240000.0,240000.0,1,240000.0,240000.0,240000.0,24420.0,10.174999999999999,24420.0,10.174999999999999,1.0,False,132420.0,0.49920580894032224,161428.41,102991.59
Q-10698,O1,75.0,658200.0,1,658200.0,0.2571,0,375000,760000.0,900000.0,,1,1,True,True,False,2,830000.0,900000.0,760000.0,2,830000.0,760000.0,900000.0,-171800.0,-20.698795180722893,-101800.0,-13.394736842105262,0.0,True,283200.0,0.5697356426618049,488976.78,169223.21999999997
